機構名稱,縣市區名,地址,latitude,longitude
小小怡登兒童牙醫診所,大安區,臺北市大安區敦化南路1段252巷24號,,
捷安牙醫診所,大安區,臺北市大安區金山南路2段3號,,
水天使診所,大安區,臺北市大安區忠孝東路4段218之2號,,
奕品牙醫診所,大安區,臺北市大安區信義路四段55號,,
榮杰美學牙醫診所,大安區,臺北市大安區光復南路280巷24號,,
紐約整形外科診所,大安區,臺北市大安區敦化南路1段219號,,
月馨牙醫診所,大安區,臺北市大安區復興南路二段一五一巷三一號,,
惠天牙醫診所,大安區,臺北市大安區忠孝東路四段２７６號,,
黃清浩耳鼻喉科診所,大安區,臺北市大安區光復南路430號,,
尚緹診所,大安區,臺北市大安區敦化南路二段1號,,
三上牙醫診所,大安區,臺北市大安區羅斯福路2段105號,,
潘健理診所,大安區,臺北市大安區忠孝東路三段86號,,
凡登斐麗診所,大安區,臺北市大安區信義路3段149號,,
長松眼科診所,大安區,臺北市大安區大安路一段一二六巷一號,,
秋江外科診所,大安區,臺北市大安區信義路二段一七八號,,
家齡診所,大安區,臺北市大安區敦化南路1段191號,,
巧聖牙醫診所,大安區,臺北市大安區忠孝東路四段５７號,,
劉建宏診所,大安區,臺北市大安區大安路二段139號,,
忠孝維格牙醫診所,大安區,臺北市大安區忠孝東路四段54號,,
師苑牙醫診所,大安區,臺北市大安區和平東路二段187號,,
韓佳人診所,大安區,臺北市大安區忠孝東路4段122之1號,,
久明診所,大安區,臺北市大安區敦化南路1段344號,,
大安眼科診所,大安區,臺北市大安區和平東路1段258號,,
大安漢補世家中醫診所,大安區,臺北市大安區復興南路1段142號,,
哲恩美學牙醫診所,大安區,臺北市大安區新生南路3段110號,,
立大牙醫診所,大安區,臺北市大安區忠孝東路三段２５１巷４弄１０號,,
敦里牙醫診所,大安區,臺北市大安區信義路4段306號,,
名漾中醫診所,大安區,臺北市大安區忠孝東路4段341號,,
惠群牙醫診所,大安區,臺北市大安區羅斯福路2段79號,,
名山牙醫診所,大安區,臺北市大安區復興南路1段380號,,
台北亞緻診所,大安區,臺北市大安區仁愛路4段2號,,
怡登采風牙醫診所,大安區,臺北市大安區四維路170巷19號,,
信恩美醫診所,大安區,臺北市大安區信義路二段７２號,,
群維診所,大安區,臺北市大安區忠孝東路3段88號,,
沈德昌診所,大安區,臺北市大安區四維路１８９號,,
輕齡美腿診所,大安區,臺北市大安區大安路1段51巷19號,,
心妍診所,大安區,臺北市大安區忠孝東路3段249之1號,,
許必靈牙醫診所,大安區,臺北市大安區安和路一段９９號,,
紹光中醫診所,大安區,臺北市大安區文昌街214號,,
康博診所,大安區,臺北市大安區復興南路1段227號,,
海亞大健康管理診所,大安區,臺北市大安區忠孝東路4段230號,,
琢美妍時尚診所,大安區,臺北市大安區忠孝東路4段51之4號,,
伯特利敦南身心診所,大安區,臺北市大安區和平東路3段1巷51號,,
瑞安牙醫診所,大安區,臺北市大安區建國南路二段151巷41號,,
大中診所,大安區,臺北市大安區信義路4段265巷2號,,
王君瑜整形外科診所,大安區,臺北市大安區仁愛路4段107號,,
國仁中醫診所,大安區,臺北市大安區通化街５７巷２９號,,
深浦中醫診所,大安區,臺北市大安區新生南路1段111號,,
潘淋華中醫診所,大安區,臺北市大安區羅斯福路三段７５號,,
吉辰中醫診所,大安區,臺北市大安區復興南路二段３２１號,,
大安元氣堂中醫診所,大安區,臺北市大安區信義路四段265巷48號,,
聶美華中醫診所,大安區,臺北市大安區忠孝東路3段246號,,
當代漢醫苑中醫診所,大安區,臺北市大安區大安路一段七三號,,
麗華中醫診所,大安區,臺北市大安區忠孝東路四段４８號,,
李穎哲中醫診所,大安區,臺北市大安區羅斯福路三段二九七之二號,,
全方位牙醫診所,大安區,臺北市大安區泰順街44巷2號,,
心齋中醫診所,大安區,臺北市大安區泰順街60巷23號,,
尚群牙醫診所,大安區,臺北市大安區忠孝東路三段一九七之四號,,
凡登整形外科診所,大安區,臺北市大安區信義路三段149號,,
杏福中醫診所,大安區,臺北市大安區復興南路二段一三一號,,
瑞品牙醫診所,大安區,臺北市大安區光復南路三九O之一號,,
弘全牙醫診所,大安區,臺北市大安區瑞安街２８０號,,
基督復臨安息日會醫療財團法人臺安診所,大安區,臺北市大安區敦化南路二段76號,,
敦南牙醫聯合診所,大安區,臺北市大安區仁愛路4段4號,,
翰德國際中醫診所,大安區,臺北市大安區永康街2巷2號,,
禾亞國際健康診所,大安區,臺北市大安區仁愛路4段27巷3號,,
當代牙醫診所,大安區,臺北市大安區復興南路二段８８號,,
古道堂中醫診所,大安區,臺北市大安區青田街６巷８號,,
宜德復健科診所,大安區,臺北市大安區和平東路三段二一0號,,
敦維牙醫診所,大安區,臺北市大安區四維路33號,,
微整形外科診所,大安區,臺北市大安區忠孝東路4段2號,,
恆美診所,大安區,臺北市大安區忠孝東路4段212號,,
博恩妍診所,大安區,臺北市大安區忠孝東路四段177號,,
漢蒂妮醫美診所,大安區,臺北市大安區新生南路1段165巷41號,,
敦南麗緻牙醫診所,大安區,臺北市大安區敦化南路1段252巷17號,,
渥爾牙醫診所,大安區,臺北市大安區復興南路二段8號,,
嵐亭中醫診所,大安區,臺北市大安區忠孝東路3段207之1號,,
佳安牙醫診所,大安區,臺北市大安區信義路三段31巷9之2號,,
鄧雲立中醫診所,大安區,臺北市大安區信義路4段235號,,
大安黃耳鼻喉科診所,大安區,臺北市大安區和平東路3段234號,,
李細祥內科診所,大安區,臺北市大安區四維路198巷30弄5號,,
潘國輝牙醫診所,大安區,臺北市大安區新生南路一段九十五號,,
麗波永康國際診所,大安區,臺北市大安區信義路2段178號,,
澤風雅全方位診所,大安區,臺北市大安區忠孝東路4段176之1號,,
光能身心診所,大安區,臺北市大安區忠孝東路四段15號,,
華漾皮膚專科診所,大安區,臺北市大安區金華街二四九號,,
巴比侖診所,大安區,臺北市大安區敦化南路2段5號,,
敦力診所,大安區,臺北市大安區敦化南路二段164號,,
保源中醫診所,大安區,臺北市大安區通化街十九巷七號,,
祥仁牙醫診所,大安區,臺北市大安區濟南路三段17之1號,,
超仁牙醫診所,大安區,臺北市大安區延吉街114號,,
立祥牙醫診所,大安區,臺北市大安區復興南路二段１１０號,,
鼎昀牙醫診所,大安區,臺北市大安區光復南路一八0巷七號,,
中日美聯合牙醫診所,大安區,臺北市大安區和平東路3段51號,,
誠安牙醫診所,大安區,臺北市大安區新生南路一段145巷17號,,
銘揚牙醫診所,大安區,臺北市大安區基隆路二段一六 0 號,,
普羅牙醫診所,大安區,臺北市大安區復興南路二段一六四號,,
維鈞牙醫診所,大安區,臺北市大安區安和路二段32巷12號,,
逸品牙醫診所,大安區,臺北市大安區仁愛路4段27巷4弄16號,,
程國慶牙醫診所,大安區,臺北市大安區忠孝東路4段329號,,
陽昇牙醫診所,大安區,臺北市大安區忠孝東路四段216巷11弄6號,,
博恩牙醫診所,大安區,臺北市大安區通化街１４６號,,
敦煌牙醫診所,大安區,臺北市大安區信義路4段 ２5號,,
康萊牙醫診所,大安區,臺北市大安區敦化南路一段三一九號,,
金華牙醫診所,大安區,臺北市大安區金華街１１８號,,
天仁牙醫診所,大安區,臺北市大安區樂利路３８號,,
弘名牙醫診所,大安區,臺北市大安區和平東路3段250號,,
群容牙醫診所,大安區,臺北市大安區復興南路一段九十號,,
揚名牙醫診所,大安區,臺北市大安區忠孝東路四段２５０號,,
輝揚牙醫診所,大安區,臺北市大安區金山南路二段三號,,
明曜牙醫診所,大安區,臺北市大安區忠孝東路四段１７０巷５弄１６號,,
周彥儒牙醫診所,大安區,臺北市大安區和平東路一段218號,,
上上牙醫診所,大安區,臺北市大安區和平東路二段３１１巷１４號,,
見安牙醫診所,大安區,臺北市大安區金華街２４１號,,
萬安中醫診所,大安區,臺北市大安區光復南路308巷25號,,
育揚中醫診所,大安區,臺北市大安區和平東路2段221號,,
美成中醫診所,大安區,臺北市大安區忠孝東路四段341號,,
宏秀堂中醫診所,大安區,臺北市大安區忠孝東路3段217巷2弄16號,,
維康中醫診所,大安區,臺北市大安區四維路一七0巷二十九號,,
長春中醫診所,大安區,臺北市大安區信義路三段一九0之二號,,
天慈中醫診所,大安區,臺北市大安區師大路一O二巷三號,,
宜仁堂中醫診所,大安區,臺北市大安區仁愛路四段三OO巷九弄二號,,
佶安中醫診所,大安區,臺北市大安區信義路3段172號,,
瑞康中醫診所,大安區,臺北市大安區瑞安街208巷24弄12號,,
介良中醫診所,大安區,臺北市大安區忠孝東路三段一五四號,,
金龍堂中醫診所,大安區,臺北市大安區泰順街１７號,,
鴻安中醫診所,大安區,臺北市大安區樂業街78號,,
至善牙醫診所,大安區,臺北市大安區和平東路一段67號,,
群星牙醫診所,大安區,臺北市大安區信義路3段192之1號,,
胡桃鉗牙醫診所,大安區,臺北市大安區信義路三段200號,,
波士頓牙醫診所,大安區,臺北市大安區光復南路２８８號,,
誠良牙醫診所,大安區,臺北市大安區永康街13巷1號,,
首席牙醫診所,大安區,臺北市大安區安和路一段七十號,,
泰福牙醫診所,大安區,臺北市大安區泰順街６０巷8號,,
上鵬牙醫診所,大安區,臺北市大安區羅斯福路三段１４９號,,
新象牙醫診所,大安區,臺北市大安區和平東路二段１１１號,,
愛育牙醫診所,大安區,臺北市大安區復興南路2段193巷7號,,
元華牙醫診所,大安區,臺北市大安區復興南路一段１３５巷１７號,,
廣大牙醫診所,大安區,臺北市大安區復興南路一段１３３號,,
正品牙醫診所,大安區,臺北市大安區信義路四段２６５巷３－２號,,
偉明牙醫診所,大安區,臺北市大安區仁愛路4段33號,,
大勝牙醫診所,大安區,臺北市大安區復興南路二段３２０號,,
名流牙醫診所,大安區,臺北市大安區仁愛路四段１３７號,,
國安牙醫診所,大安區,臺北市大安區信義路四段179號,,
天祥牙醫診所,大安區,臺北市大安區光復南路４２０巷７號,,
名祥牙醫診所,大安區,臺北市大安區仁愛路四段２７巷４弄６號,,
曾安牙醫診所,大安區,臺北市大安區光復南路３０６號,,
小王子牙醫診所,大安區,臺北市大安區和平東路二段四O號,,
群智牙醫診所,大安區,臺北市大安區信義路三段一０六號,,
來德牙醫診所,大安區,臺北市大安區仁愛路四段一四五號,,
心陽牙醫診所,大安區,臺北市大安區仁愛路4段411號,,
貝爾牙醫診所,大安區,臺北市大安區忠孝東路四段218之1號,,
磊磊牙醫診所,大安區,臺北市大安區瑞安街６５號,,
柏堅牙醫診所,大安區,臺北市大安區建國南路一段１６０號,,
雅品牙醫診所,大安區,臺北市大安區仁愛路四段１０１號,,
洪介文牙醫診所,大安區,臺北市大安區信義路三段１４７巷１７弄１９－１號,,
全家福牙醫診所,大安區,臺北市大安區師大路１０５巷１號,,
明泰牙醫診所,大安區,臺北市大安區和平東路三段三一八號,,
慈恩牙醫診所,大安區,臺北市大安區信義路三段１３４巷５８號,,
以諾牙醫診所,大安區,臺北市大安區和平東路三段七十之一號,,
致強牙醫診所,大安區,臺北市大安區忠孝東路三段二一七巷六弄二之一號,,
卓越牙醫診所,大安區,臺北市大安區延吉街241巷2弄1號,,
椰林牙醫診所,大安區,臺北市大安區信義路二段２２６號,,
金翎牙醫診所,大安區,臺北市大安區師大路１２１號,,
翔麟牙醫診所,大安區,臺北市大安區羅斯福路三段二四一號,,
建豐牙醫診所,大安區,臺北市大安區雲和街７６－１號,,
