"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"13849","大漢技術學院","花蓮縣","新城鄉","花蓮縣新城鄉大漢村樹人街1號","學校、大型集會場所","大專院校","","1046","大漢技術學院管理館一樓(健康中心)","健康中心入口左側","24.039275","121.605385","08:00:00","22:00:00","08:00:00","22:30:00","08:00:00","22:30:00","有課程時間","038210888"
"190","花蓮縣花蓮市公所","花蓮縣","花蓮市","花蓮縣花蓮市林森路252號","其他","其他場所","","1047","花蓮市林森路252號一樓大廳","辦公大樓一樓大廳","23.982087","121.606636","08:00:00","17:30:00","","","","","","03-8322141"
"15846","國立東華大學-涵星二莊學生宿舍","花蓮縣","壽豐鄉","花蓮縣壽豐鄉大學路2段2號","學校、大型集會場所","大專院校","","1048","涵星二莊學生宿舍","進門左側管理室外","23.89343","121.538991","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","全日供進入校園人士使用","03-8903347"
"15837","國立東華大學-沁月莊學生宿舍","花蓮縣","壽豐鄉","花蓮縣壽豐鄉大學路2段2號","學校、大型集會場所","大專院校","","1049","沁月莊學生宿舍","進大門左側的管理室外","23.892842","121.541394","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","全日開放供出入校園人員使用","03-8632995"
"1639","慈濟大學人文社會學院-體育館","花蓮縣","花蓮市","花蓮縣花蓮市介仁街67號","學校、大型集會場所","大專院校","","1051","人文社會學院-體育館","人文社會學院體育館","23.999426","121.570973","08:00:00","22:00:00","08:00:00","17:30:00","08:00:00","17:30:00","星期六08：00至17：30 (12:00-13:30休館)
星期日08：00至17：30 (12:00-13:30休館)
國定假日公休","03-8572677*1252"
"2055","花蓮縣卓溪鄉衛生所","花蓮縣","卓溪鄉","花蓮縣卓溪鄉卓溪村中正65號","其他","其他場所","","1053","一樓茶水間外","一樓茶水間外","23.345856","121.304177","08:00:00","17:00:00","","","","","","03-8881238"
"18558","遠雄海洋公園","花蓮縣","壽豐鄉","花蓮縣壽豐鄉鹽寮村福德189號","觀光旅遊地區","民營遊樂業","","1054","嘉年華歡樂街","梅格烘培屋外","23.900502","121.602884","09:30:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","連續假日開放時間：09:00~17:00","03-8123100*2053"
"253","苗栗特色館","苗栗縣","公館鄉","苗栗縣公館鄉館南村14鄰館南352號","觀光旅遊地區","文化園區","","1058","守衛室","停車場入口旁的守衛室內","24.489532","120.827768","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","037-233121"
"967","苗栗縣苗栗地政事務所","苗栗縣","苗栗市","苗栗縣苗栗市建功里大埔街38號","其他","其他場所","","1060","本所一樓","本所一樓服務台前方","24.56211","120.818228","08:00:00","17:00:00","","","","","","037-331206"
"340","苗栗縣立網球場","苗栗縣","苗栗市","苗栗縣苗栗市建功里和平路54號","大型休閒場所","運動場館(如小巨蛋)","","1061","網球場內","網球場入口右手邊 器材室 取用方便","24.565128","120.817977","08:00:00","18:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","0919-825645"
"787","苗栗縣政府第一辦公大樓","苗栗縣","苗栗市","苗栗縣苗栗市縣府路100號","其他","其他場所","","1062","第一辦公大樓一樓服務台","第一辦公大樓一樓進大門右手邊柱子旁","24.564855","120.820739","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","","037559947"
"956","苗栗縣政府第二辦公大樓","苗栗縣","苗栗市","苗栗縣苗栗市府前路1號","其他","其他場所","","1063","第二辦公大樓一樓服務台旁","第二辦公大樓進門右手邊服務台旁","24.56341","120.821057","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","","037559947"
"27","苗栗縣身心障礙發展中心","苗栗縣","苗栗市","苗栗縣苗栗市苗栗市嘉新里經國 路4段851號","其他","其他場所","","1064","志工服務台對面","由正門或側門進入中心一樓大廳可清楚看見AED醒目的紅色標示燈及機台放置位置","24.589774","120.829379","08:00:00","17:00:00","","","","","","0925-302923"
"359","苗栗縣議會","苗栗縣","苗栗市","苗栗縣苗栗市玉清路351號","學校、大型集會場所","議會","","1065","一樓大廳","苗栗縣議會門口大廳左邊","24.562417","120.836102","08:00:00","17:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","037-326450#104"
"31","苗栗縣文山國小分校巨蛋體育館","苗栗縣","苗栗市","苗栗縣苗栗市苗栗縣苗栗市國華路1121號","大型休閒場所","運動場館(如小巨蛋)","","1066","苗栗縣苗栗市國華路1121號","巨蛋體育館地下一樓東南門主場地入口","24.563215","120.815122","08:00:00","17:00:00","","","","","","0930101116"
"1097","苗栗縣立苗栗國中","苗栗縣","苗栗市","苗栗縣苗栗市高苗里木鐸山1號","學校、大型集會場所","國中","","1067","學務處","學務處外公用電話旁","24.554238","120.812494","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","037-320226"
"185","苗栗縣政府國際文化觀光局中正堂","苗栗縣","苗栗市","苗栗縣苗栗市自治路50號","大型休閒場所","演藝廳","","1069","中正堂一樓","進大門右手邊","24.566811","120.820435","08:00:00","17:00:00","","","","","","0928185870"
"120","苗栗縣立體育場","苗栗縣","苗栗市","苗栗縣苗栗市經國 路4段79號","大型休閒場所","運動場館(如小巨蛋)","","1072","田徑場正門大廳","大廳櫃檯旁 取用方便","24.577792","120.841775","08:00:00","17:00:00","","","","","","0928975857"
"246","苗栗縣立體育館","苗栗縣","苗栗市","苗栗縣苗栗市建功里中正路191號","大型休閒場所","運動場館(如小巨蛋)","","1073","苗栗縣立體育館","體育館正門大廳","24.565392","120.824344","08:00:00","17:00:00","","","","","","0930101116"
"886","苗栗縣文山國小分校巨蛋體育館游泳池","苗栗縣","苗栗市","苗栗縣苗栗市國華路1121號","大型休閒場所","運動場館(如小巨蛋)","","1075","地下2樓游泳池櫃檯旁","北門地下停車場進入地下2樓停車場，游泳池入口櫃檯旁","24.563819","120.81476","05:30:00","21:00:00","05:30:00","21:00:00","05:30:00","21:00:00","","0930101116"
"1123","廣亞學校財團法人育達科技大學","苗栗縣","造橋鄉","苗栗縣造橋鄉談文村學府路168號","學校、大型集會場所","大專院校","","1078","本校綜合大樓","綜合大樓一聯合服務中心","24.65083","120.84233","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0933710828"
"761","嘉義市西區衛生所","嘉義市","西區","嘉義市西區德明路1號","其他","其他場所","","1080","嘉義市西區衛生所服務台外側","嘉義市西區衛生所大門口","23.479976","120.431072","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","全日開放 但不定時支援救護時 不提供服務.","0919898209"
"884","嘉義市東區衛生所","嘉義市","東區","嘉義市東區大雅路二段625號","其他","其他場所","","1081","本所1樓大廳","放置1樓大廳，面向電梯前左側〈於預訪注射掛號室右側〉。","23.476948","120.466271","08:00:00","17:30:00","00:00:00","00:00:00","00:00:00","00:00:00","","05-2750423"
"206","國道高速公路西螺服務區北站","雲林縣","西螺鎮","雲林縣西螺鎮振興里2號","交通要衝","高速公路服務區","","1084","服務區大廳","服務台旁","23.788652992955","120.47950819106","","","","","","","24H","055867722"
"802","交通部臺灣鐵路管理局高雄運務段嘉義站","嘉義市","西區","嘉義市西區中山路528號","交通要衝","台鐵車站","","1085","嘉義車站服務中心旁","嘉義車站(前站)旅客服務中心之左側","23.479327","120.440905","05:00:00","23:30:00","05:00:00","23:30:00","05:00:00","23:30:00","","05-2228904"
"284","新光三越嘉義垂楊店","嘉義市","西區","嘉義市西區垂楊路726號","大型購物場所","百貨業","位於新光三越廣寧街東側門","1089","1樓東側門打卡機左側","1樓東側門進入之後,左手邊打卡機旁,三部電梯斜對面","23.473116","120.44137","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","","05-2224888轉1900"
"13645","小人國企業股份有限公司","桃園市","龍潭區","桃園市龍潭區高原村7鄰高原路891號","觀光旅遊地區","民營遊樂業","","1096","售票口服務台旁","位園區售票口服務台旁","24.831567","121.187232","10:00:00","16:00:00","10:00:00","17:00:00","10:00:00","17:00:00","","0911-103-236"
"13645","小人國企業股份有限公司","桃園市","龍潭區","桃園市龍潭區高原村7鄰高原路891號","觀光旅遊地區","民營遊樂業","","1097","室內樂園服務台旁","位於後區遊樂設施旋轉木馬前服務台旁","24.836805","121.179148","10:00:00","16:00:00","10:00:00","17:00:00","10:00:00","17:00:00","","0911-103-236"
"3236","三立影城股份有限公司楊梅分公司(埔心牧場)","桃園市","楊梅區","桃園市楊梅區高榮里幼獅路1段439號","觀光旅遊地區","民營遊樂業","","1098","住宿區服務中心","埔心牧場園區內","24.923833","121.182219","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","全日開放","03-4644132#143.146"
"248","國道高速公路關西服務區","新竹縣","關西鎮","新竹縣關西鎮東安里11鄰上三屯14號","交通要衝","高速公路服務區","","1100","一樓服務台旁","國道三號高速公路關西服務區一樓服務台旁","24.801103","121.192443","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-5876600"
"18208","銘傳大學桃園校區","桃園市","龜山區","桃園市龜山區桃園市龜山區德明路5號","學校、大型集會場所","大專院校","","1103","銘傳大學桃園校區","圖書館大樓一樓近明園電話亭旁","24.985144","121.344205","08:00:00","22:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","03-3507001*9"
"15397","長庚學校財團法人長庚科技大學","桃園市","龜山區","桃園市龜山區文化一路261號","學校、大型集會場所","大專院校","","1106","第一教學大樓1樓","第一教學大樓1樓川堂衛保組辦公室旁","25.033485","121.387643","07:40:00","16:20:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-2118999轉5812"
"284","新光三越嘉義垂楊店","嘉義市","西區","嘉義市西區垂楊路726號","大型購物場所","百貨業","位於新光三越廣寧街東側門","1107","新光三越嘉義垂楊店9F醫務室","新光三越嘉義垂楊店9F醫務室門口外","23.47356061523","120.44088017685","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","","05-2224888#1900"
"15662","新光三越百貨股份有限公司桃園站前分公司","桃園市","桃園區","桃園市桃園區中正路19號","大型購物場所","百貨業","新光三越百貨股份有限公司桃園分公司","1108","1樓透明電梯旁","1樓透明電梯旁","24.989988","121.312985","13:00:00","21:30:00","11:00:00","22:00:00","11:00:00","21:30:00","","03-2500888"
"13975","黑松股份有限公司中壢廠","桃園市","中壢區","桃園市中壢區中園路178號","其他","其他場所","","1112","辦公大樓一樓","放置於辦公大樓一樓卡鐘旁","24.977388","121.236652","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-4523101"
"1313","臺東縣海端鄉衛生所","臺東縣","海端鄉","臺東縣海端鄉海端村山界29號","其他","其他場所","","1115","1F男化妝室外","1F男化妝室外","23.10101","121.176726","08:00:00","17:00:00","","","","","","089-931391"
"1896","台東縣延平鄉衛生所","臺東縣","延平鄉","臺東縣延平鄉台東縣延平鄉桃源村1鄰11號","其他","其他場所","","1116","延平鄉衛生所1樓門診候診室","延平鄉衛生所1樓門診候診室","22.902153","121.085612","08:00:00","17:00:00","","","","","","089-561040"
"44","臺東縣池上鄉衛生所","臺東縣","池上鄉","臺東縣池上鄉中山路104號","其他","其他場所","","1117","本所一樓大廳","本所一樓大廳面對掛號室右側","23.121787","121.214741","08:00:00","17:30:00","","","","","星期六、日及國定假日休息","089-862609"
"147","國立臺東大學","臺東縣","臺東市","臺東縣臺東市臺東市大學路二段369號","學校、大型集會場所","大專院校","","1120","行政大樓1樓","行政大樓1樓生輔組前長廊","22.736923","121.068907","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","089517119"
"14","台東縣鹿野鄉衛生所","臺東縣","鹿野鄉","臺東縣鹿野鄉中華路一段418號","其他","其他場所","","1122","台東縣鹿野鄉衛生所","台東縣鹿野鄉衛生所進大廳後右側","22.91035","121.136282","08:00:00","17:00:00","","","","","","089-551074"
