機構名稱,縣市區名,地址
綺色佳診所,大安區,臺北市大安區敦化南路二段128號地下層
北秀醫美健康管理診所,大安區,臺北市大安區光復南路116巷1號6樓、3號6樓、5號6樓 (實際營業地址：7樓)
大安皮膚專科診所,大安區,臺北市大安區新生南路2段8之1號2樓
龍泉牙醫診所,大安區,臺北市大安區羅斯福路三段１１７號
劉耳鼻喉科診所,大安區,臺北市大安區復興南路2段151巷27號、27之1號
時晴牙醫診所,大安區,臺北市大安區忠孝東路3段251巷3弄3號1樓
安民家庭醫學科診所,大安區,臺北市大安區大安路1段65號2樓之1
得康牙醫診所,大安區,臺北市大安區通化街１３７號１Ｆ
王修含皮膚科診所,大安區,臺北市大安區忠孝東路四段333號4樓
瑞誠牙醫診所,大安區,臺北市大安區安和路1段106號2樓
新苑牙醫診所,大安區,臺北市大安區和平東路二段265巷12號
定國牙醫診所,大安區,臺北市大安區和平東路二段２０１－１號２樓
陳志明診所,大安區,臺北市大安區和平東路二段３３７號
光悅牙醫診所,大安區,臺北市大安區和平東路2段18之8號9樓
耐斯診所,大安區,臺北市大安區敦化南路1段216號11樓
小小怡登兒童牙醫診所,大安區,臺北市大安區敦化南路1段252巷24號1樓
捷安牙醫診所,大安區,臺北市大安區金山南路2段3號2樓
水天使診所,大安區,臺北市大安區忠孝東路4段218之2號6樓
奕品牙醫診所,大安區,臺北市大安區信義路四段55號4樓
榮杰美學牙醫診所,大安區,臺北市大安區光復南路280巷24號2樓
紐約整形外科診所,大安區,臺北市大安區敦化南路1段219號3樓
月馨牙醫診所,大安區,臺北市大安區復興南路二段一五一巷三一號
惠天牙醫診所,大安區,臺北市大安區忠孝東路四段２７６號２樓
黃清浩耳鼻喉科診所,大安區,臺北市大安區光復南路430號
尚緹診所,大安區,臺北市大安區敦化南路二段1號5樓
三上牙醫診所,大安區,臺北市大安區羅斯福路2段105號2樓
潘健理診所,大安區,臺北市大安區忠孝東路三段86號8樓
凡登斐麗診所,大安區,臺北市大安區信義路3段149號3樓、149號3樓之1
長松眼科診所,大安區,臺北市大安區大安路一段一二六巷一號
秋江外科診所,大安區,臺北市大安區信義路二段一七八號二樓
家齡診所,大安區,臺北市大安區敦化南路1段191號地下之9至19、地下之88至96、地下之100至101
巧聖牙醫診所,大安區,臺北市大安區忠孝東路四段５７號之３
劉建宏診所,大安區,臺北市大安區大安路二段139號
忠孝維格牙醫診所,大安區,臺北市大安區忠孝東路四段54號3樓
師苑牙醫診所,大安區,臺北市大安區和平東路二段187號
韓佳人診所,大安區,臺北市大安區忠孝東路4段122之1號(實際營業地址：2樓)
久明診所,大安區,臺北市大安區敦化南路1段344號2樓、344號2樓之1
大安眼科診所,大安區,臺北市大安區和平東路1段258號
大安漢補世家中醫診所,大安區,臺北市大安區復興南路1段142號(1樓)
哲恩美學牙醫診所,大安區,臺北市大安區新生南路3段110號（1樓、2樓）
立大牙醫診所,大安區,臺北市大安區忠孝東路三段２５１巷４弄１０號
敦里牙醫診所,大安區,臺北市大安區信義路4段306號
名漾中醫診所,大安區,臺北市大安區忠孝東路4段341號7樓之1
惠群牙醫診所,大安區,臺北市大安區羅斯福路2段79號5樓之4、5樓之5
名山牙醫診所,大安區,臺北市大安區復興南路1段380號1樓
台北亞緻診所,大安區,臺北市大安區仁愛路4段2號6樓
怡登采風牙醫診所,大安區,臺北市大安區四維路170巷19號、臺北市大安區大安路2段141巷34號2樓
信恩美醫診所,大安區,臺北市大安區信義路二段７２號４樓
群維診所,大安區,臺北市大安區忠孝東路3段88號2樓、2樓之1
沈德昌診所,大安區,臺北市大安區四維路１８９號１樓
輕齡美腿診所,大安區,臺北市大安區大安路1段51巷19號1樓
心妍診所,大安區,臺北市大安區忠孝東路3段249之1號8樓
許必靈牙醫診所,大安區,臺北市大安區安和路一段９９號２樓之１
紹光中醫診所,大安區,臺北市大安區文昌街214號(1樓、2樓)、210巷1號1樓
康博診所,大安區,臺北市大安區復興南路1段227號5樓
海亞大健康管理診所,大安區,臺北市大安區忠孝東路4段230號6樓
琢美妍時尚診所,大安區,臺北市大安區忠孝東路4段51之4號(5樓)
伯特利敦南身心診所,大安區,臺北市大安區和平東路3段1巷51號2樓
瑞安牙醫診所,大安區,臺北市大安區建國南路二段151巷41號
大中診所,大安區,臺北市大安區信義路4段265巷2號5樓
王君瑜整形外科診所,大安區,臺北市大安區仁愛路4段107號2樓
國仁中醫診所,大安區,臺北市大安區通化街５７巷２９號
深浦中醫診所,大安區,臺北市大安區新生南路1段111號1樓(不含夾層)
潘淋華中醫診所,大安區,臺北市大安區羅斯福路三段７５號３樓
吉辰中醫診所,大安區,臺北市大安區復興南路二段３２１號１樓
大安元氣堂中醫診所,大安區,臺北市大安區信義路四段265巷48號
聶美華中醫診所,大安區,臺北市大安區忠孝東路3段246號
當代漢醫苑中醫診所,大安區,臺北市大安區大安路一段七三號四樓
麗華中醫診所,大安區,臺北市大安區忠孝東路四段４８號三樓
李穎哲中醫診所,大安區,臺北市大安區羅斯福路三段二九七之二號二樓
全方位牙醫診所,大安區,臺北市大安區泰順街44巷2號3樓之1、3樓之2
心齋中醫診所,大安區,臺北市大安區泰順街60巷23號1樓
尚群牙醫診所,大安區,臺北市大安區忠孝東路三段一九七之四號
凡登整形外科診所,大安區,臺北市大安區信義路三段149號4樓、149號4樓之1
杏福中醫診所,大安區,臺北市大安區復興南路二段一三一號
瑞品牙醫診所,大安區,臺北市大安區光復南路三九O之一號一樓
弘全牙醫診所,大安區,臺北市大安區瑞安街２８０號
基督復臨安息日會醫療財團法人臺安診所,大安區,臺北市大安區敦化南路二段76號11樓、11樓之1、11樓之2、11樓之3
敦南牙醫聯合診所,大安區,臺北市大安區仁愛路4段4號3樓
翰德國際中醫診所,大安區,臺北市大安區永康街2巷2號2樓
禾亞國際健康診所,大安區,臺北市大安區仁愛路4段27巷3號2樓
當代牙醫診所,大安區,臺北市大安區復興南路二段８８號４樓
古道堂中醫診所,大安區,臺北市大安區青田街６巷８號－５二樓
宜德復健科診所,大安區,臺北市大安區和平東路三段二一0號
敦維牙醫診所,大安區,臺北市大安區四維路33號
微整形外科診所,大安區,臺北市大安區忠孝東路4段2號7樓之8、7樓之9
恆美診所,大安區,臺北市大安區忠孝東路4段212號5樓
博恩妍診所,大安區,臺北市大安區忠孝東路四段177號12樓
漢蒂妮醫美診所,大安區,臺北市大安區新生南路1段165巷41號1樓、41之1號1樓
敦南麗緻牙醫診所,大安區,臺北市大安區敦化南路1段252巷17號1樓
渥爾牙醫診所,大安區,臺北市大安區復興南路二段8號4樓
嵐亭中醫診所,大安區,臺北市大安區忠孝東路3段207之1號
佳安牙醫診所,大安區,臺北市大安區信義路三段31巷9之2號
鄧雲立中醫診所,大安區,臺北市大安區信義路4段235號3樓
大安黃耳鼻喉科診所,大安區,臺北市大安區和平東路3段234號
李細祥內科診所,大安區,臺北市大安區四維路198巷30弄5號
潘國輝牙醫診所,大安區,臺北市大安區新生南路一段九十五號二樓
麗波永康國際診所,大安區,臺北市大安區信義路2段178號(4樓、5樓)
澤風雅全方位診所,大安區,臺北市大安區忠孝東路4段176之1號11樓
光能身心診所,大安區,臺北市大安區忠孝東路四段15號8樓
華漾皮膚專科診所,大安區,臺北市大安區金華街二四九號
巴比侖診所,大安區,臺北市大安區敦化南路2段5號3樓之2、3樓之3
敦力診所,大安區,臺北市大安區敦化南路二段164號2樓、2樓之1、2樓之2、2樓之3
保源中醫診所,大安區,臺北市大安區通化街十九巷七號
祥仁牙醫診所,大安區,臺北市大安區濟南路三段17之1號
超仁牙醫診所,大安區,臺北市大安區延吉街114號2樓
立祥牙醫診所,大安區,臺北市大安區復興南路二段１１０號
鼎昀牙醫診所,大安區,臺北市大安區光復南路一八0巷七號三樓之一
中日美聯合牙醫診所,大安區,臺北市大安區和平東路3段51號
誠安牙醫診所,大安區,臺北市大安區新生南路一段145巷17號
銘揚牙醫診所,大安區,臺北市大安區基隆路二段一六 0 號
普羅牙醫診所,大安區,臺北市大安區復興南路二段一六四號三樓
維鈞牙醫診所,大安區,臺北市大安區安和路二段32巷12號一樓
逸品牙醫診所,大安區,臺北市大安區仁愛路4段27巷4弄16號
程國慶牙醫診所,大安區,臺北市大安區忠孝東路4段329號2樓、2樓之1、2樓之2、2樓之3、329之1號
陽昇牙醫診所,大安區,臺北市大安區忠孝東路四段216巷11弄6號3樓
博恩牙醫診所,大安區,臺北市大安區通化街１４６號１Ｆ
敦煌牙醫診所,大安區,臺北市大安區信義路4段 ２5號３Ｆ之1
康萊牙醫診所,大安區,臺北市大安區敦化南路一段三一九號三樓
金華牙醫診所,大安區,臺北市大安區金華街１１８號－６三樓
天仁牙醫診所,大安區,臺北市大安區樂利路３８號
弘名牙醫診所,大安區,臺北市大安區和平東路3段250號
群容牙醫診所,大安區,臺北市大安區復興南路一段九十號二樓之二
揚名牙醫診所,大安區,臺北市大安區忠孝東路四段２５０號２樓之５
輝揚牙醫診所,大安區,臺北市大安區金山南路二段三號九樓之一
明曜牙醫診所,大安區,臺北市大安區忠孝東路四段１７０巷５弄１６號１樓
周彥儒牙醫診所,大安區,臺北市大安區和平東路一段218號3樓4樓
上上牙醫診所,大安區,臺北市大安區和平東路二段３１１巷１４號
見安牙醫診所,大安區,臺北市大安區金華街２４１號
萬安中醫診所,大安區,臺北市大安區光復南路308巷25號1樓
育揚中醫診所,大安區,臺北市大安區和平東路2段221號
美成中醫診所,大安區,臺北市大安區忠孝東路四段341號8樓
宏秀堂中醫診所,大安區,臺北市大安區忠孝東路3段217巷2弄16號1樓
維康中醫診所,大安區,臺北市大安區四維路一七0巷二十九號
長春中醫診所,大安區,臺北市大安區信義路三段一九0之二號一樓
天慈中醫診所,大安區,臺北市大安區師大路一O二巷三號一樓
宜仁堂中醫診所,大安區,臺北市大安區仁愛路四段三OO巷九弄二號
佶安中醫診所,大安區,臺北市大安區信義路3段172號3樓
瑞康中醫診所,大安區,臺北市大安區瑞安街208巷24弄12號
介良中醫診所,大安區,臺北市大安區忠孝東路三段一五四號2樓
金龍堂中醫診所,大安區,臺北市大安區泰順街１７號
鴻安中醫診所,大安區,臺北市大安區樂業街78號
至善牙醫診所,大安區,臺北市大安區和平東路一段67號3樓
群星牙醫診所,大安區,臺北市大安區信義路3段192之1號2樓
胡桃鉗牙醫診所,大安區,臺北市大安區信義路三段200號3樓、3樓之1
波士頓牙醫診所,大安區,臺北市大安區光復南路２８８號２樓之２
誠良牙醫診所,大安區,臺北市大安區永康街13巷1號２樓之1
首席牙醫診所,大安區,臺北市大安區安和路一段七十號二樓
泰福牙醫診所,大安區,臺北市大安區泰順街６０巷8號3樓
上鵬牙醫診所,大安區,臺北市大安區羅斯福路三段１４９號２樓－２
新象牙醫診所,大安區,臺北市大安區和平東路二段１１１號２樓
愛育牙醫診所,大安區,臺北市大安區復興南路2段193巷7號
元華牙醫診所,大安區,臺北市大安區復興南路一段１３５巷１７號２樓之１
廣大牙醫診所,大安區,臺北市大安區復興南路一段１３３號２樓
正品牙醫診所,大安區,臺北市大安區信義路四段２６５巷３－２號
偉明牙醫診所,大安區,臺北市大安區仁愛路4段33號3樓之1
大勝牙醫診所,大安區,臺北市大安區復興南路二段３２０號
名流牙醫診所,大安區,臺北市大安區仁愛路四段１３７號２樓
